,A1,A2,A3,B1,B2,B3,C1,C2,C3
id1631,18.82,19.94,20.92,11.51,11.71,12.82,19.89,15.96,14.56
id1632,0.2,0.22,0.15,0.54,0.44,0.53,1.1,0.57,0.87
id1633,0,0,0.11,0.17,0.38,0.11,0.64,2,1.82
id1634,0.04,0,0,0.29,0.32,0.09,1.84,2.66,13.94
id1635,0.12,0,0,0.47,0.42,0.68,7.25,7.73,9.68
id1636,3.77,2.6,1.51,13.07,5.31,17.83,38.43,51.25,31.79
id1637,1.57,2.72,2.28,2.14,1.62,3.37,2.11,2.35,1.77
id1638,0.21,0.16,0.57,0.88,0.82,0.24,1.22,0.68,0.61
id1639,0.05,0,0.38,0.05,0,0,0.25,0.7,0.13
id1640,0,0,0.46,0,0.15,0.15,0.31,0.43,0.16
id1641,0.31,0.62,0.75,0.52,0.43,0.31,0.96,0.47,0.69
id1642,0,0.19,0.2,0,0.6,0.2,0,0.75,0
id1643,0,0,0,0,0,0,0,0.05,0
id1644,0.81,1.04,0.84,0.74,0.53,0.63,0.91,0.51,0.56
id1645,0.23,0.28,0.11,0.05,0.07,0.02,0.13,0.25,0.36
id1646,0,0,0,0.1,0.13,0.13,0.22,0.2,0.23
id1647,0,0,0,0,0,0,0,0.07,0
id1648,0.05,0,0.03,0.13,0.03,0,0.03,0.08,0.18
id1649,0.9,0.77,0.48,0.66,0.95,0.88,1.7,1.63,1.31
id1650,0.64,1.03,1.17,1.05,1.76,1.14,2.29,2.05,3.43
id1651,9.92,10.36,9.58,10.73,14.26,15.92,16.01,16.53,15.04
id1652,0.19,0.34,0.13,0.17,0.22,0.13,0.2,0.16,0.14
id1653,0.3,0.12,0.25,0.48,0.19,0.28,0.9,1.4,1.13
id1654,2.23,2.14,2.68,2.02,1.95,1.87,2.34,2.05,2.11
id1655,0.5,0,0.29,2.15,0.93,1.25,9.34,9.6,11.97
id1656,0.21,0.03,0.42,0,0.17,0.27,0.07,0,0.07
id1657,1.06,0.46,0.43,0.86,0.85,1.46,2.96,3.56,4
id1658,0.05,0.15,0.06,0.21,0.06,0.15,0.28,0.11,0.23
id1659,0,0,0,0,0,0,0.14,0,0
id1660,2.99,0.95,37.51,0.71,0.41,0.45,0.58,1.45,1.29
id1661,0,0,0,0,0,0,0,0,0.16
id1662,3.92,2.67,2.85,1.6,2.19,2.14,5.41,7.09,5.94
id1663,0,0,0,0,0,0,0,0.06,0
id1664,0.55,0.18,0.32,0,0,0.06,0.06,0.12,0.2
id1665,2.16,1.7,2.05,2.51,2.61,2.73,5.08,2.33,3.15
id1666,0,0,0,0,0,0,0.14,0,0
id1667,0.13,0.03,0.08,0.12,0.05,0.02,0.18,0.03,0.23
id1668,2.81,2.97,3.3,5.42,4.75,5.1,7.79,8.15,7.4
id1669,0.86,0.69,0.93,0.19,0.45,0.17,0.41,0.13,0.04
id1670,0,0,0,0,0.09,0.12,0,0.03,0.16
id1671,0,0.01,0,0.04,0.02,0,0.01,0.02,0.04
id1672,0,0,0,0.06,0,0,0,0.04,0.08
id1673,1,0.32,0.35,0.08,0.24,0.22,0.48,0.14,0.14
id1674,0.45,0.4,0.61,0.46,0.55,0.67,0.52,0.51,0.47
id1675,0.53,0.64,0.63,1.28,1.62,1.4,2.82,2.48,2.34
id1676,23.62,23.74,19.37,35.74,37.14,31.44,27.5,25.48,21.99
id1677,21.97,24.86,21.77,25.54,19.12,24.57,24.62,24.24,22.18
id1678,2.69,2.02,8.15,2.17,1.64,1.3,4.65,1.16,1.98
id1679,1.6,0.69,0.71,1.03,1.36,1.12,0.84,1.32,2.24
id1680,7.21,11.91,9.21,2.79,4.12,4.89,4.64,2.47,4.52
id1681,0.11,0.04,0.04,0.1,0.09,0.13,0.47,0.12,0.05
id1682,0.1,0.05,0.03,0.02,0.03,0.08,0,0.05,0
id1683,2.51,3.07,3.6,7.6,6.17,8.5,5.53,8.47,6.39
id1684,39.61,35.63,39.7,30,22.59,23.31,22.7,26.1,20.31
id1685,5.15,3.73,0.31,0.45,0.62,2.2,0.51,0.44,1.05
id1686,0,0,0.05,0,0,0,0.05,0,0
id1687,0.63,0.35,0.46,0.21,0.09,0.18,0.18,0.17,0
id1688,1.51,0.94,0.39,2.86,4.11,4.01,9.11,5.44,5.16
id1689,0.02,0.02,0.02,0,0.08,0.02,0.08,0,0.02
id1690,4.37,2.47,3.59,0.06,0,0,0.13,0.19,0.2
id1691,1.98,2.69,2.81,10.01,8.82,8.36,6.63,7.13,5.09
id1692,0,0,0,0,0,0,0,0,0.04
id1693,0.97,0.8,1.17,1.45,1.54,1.6,3.07,2.71,2.27
id1694,1.15,1.34,1.34,0.6,0.85,0.64,0.84,0.48,0.62
id1695,1.04,0.92,1.4,0.91,1.55,0.38,1.63,1.57,1.22
id1696,0,0,0,0,0,0,0.08,0.14,0
id1697,8.16,8.33,7.61,7.38,8.2,7.42,9.91,8.52,10.97
id1698,1.23,1.21,1.17,3.22,3.08,2.84,3.19,2.74,2.71
id1699,13.93,5.19,13.23,0.83,1.43,0.7,1.47,2.49,1.84
id1700,0,0,0.18,0.27,0.18,0.34,0.52,0.49,0.49
id1701,0,0,0.02,0,0,0,0,0.02,0.08
id1702,0,0,0.03,0,0,0,0,0,0
id1703,8.83,10.95,5.46,13.75,15.48,12.5,10.76,43.6,10.79
id1704,0.06,0,0.13,0.03,0.07,0.03,0.03,0.06,0.04
id1705,8.96,10.69,3.88,9.23,11.38,11.15,9.16,3.59,4.43
id1706,0.15,0,0.14,0.03,0,0,0,0.09,0.07
id1707,0.28,0.1,0.75,0.33,0.25,0.38,0.74,0.5,0.64
id1708,7.96,5.2,6.1,6.98,8.12,7.46,8.71,8.44,8.12
id1709,0,0.03,0.09,0,0,0.09,0,0.09,0
id1710,4.7,5.37,5.65,2.94,2.55,2.4,5.69,5.23,4.82
id1711,0,0.09,1.18,0.28,0.45,0.53,0.54,0.25,0.57
id1712,0,0,0,0,0,0,0,0,0.08
id1713,2.67,2.57,1.84,2.02,0.56,1.05,2.55,4.89,6.94
id1714,4.53,4.05,3.12,0.71,0.48,0.2,1.27,0.74,0.63
id1715,18.88,16.57,17.79,2.14,2.03,2.5,2.14,2.32,1.79
id1716,3.16,3.76,3.23,3,3.45,3.32,4.09,4.35,3.69
id1717,0.47,0.13,0.23,0,0,0.04,0,0,0.1
id1718,30.38,29.58,31.01,32.57,29.65,27.73,34.47,35.58,29.9
id1719,0.12,0.16,0.3,0.48,0.22,0.54,0.43,0.38,0.29
id1720,0,0.16,0,0,0,0,0,0,0
id1721,0.09,0.07,0.07,0,0,0,0,0,0
id1722,3.48,2.92,3.31,5.79,5.77,4.91,6.95,6.31,6.14
id1723,0.03,0.11,0,0,0.03,0,0.12,0.17,0.03
id1724,0,0,0,0,0,0,0,0.07,0.04
id1725,5.03,4.55,5.41,4.46,3.83,4.29,4.44,32.68,4.89
id1726,4.44,10.57,3.31,1.6,0.98,1.05,0.41,1.34,0.77
id1727,1.08,1,1.31,1.31,1.88,0.41,0.59,0.3,1.17
id1728,0.15,0.35,0.31,0.06,0.09,0.11,0.08,0.06,0
id1729,0,0,0,0,0,0,0.15,0.22,0.08
id1730,12.07,11.59,12.12,12.67,13.03,13.1,14.5,14.98,15.67
id1731,0.07,0.2,0.25,0.87,0.92,1.23,0.83,1.67,0.84
id1732,0.46,0.77,0.69,0.02,0.29,0.13,0.42,0.32,0.11
id1733,0.09,0,0,0.04,0,0,0,0,0
id1734,5.35,6.4,5.27,10.19,10.99,10.43,14.34,14.16,14.58
id1735,0.11,0,0,0.59,1.21,0.06,0.69,1.59,3.35
id1736,0.05,0,0.17,1.41,0.03,0.22,0.22,0.26,0.12
id1737,0.02,0,0.07,0,0,0.02,0,0,0.05
id1738,0.1,0.06,0,0.09,0.12,0,0.06,0,0.19
id1739,0,0.02,0.04,0.05,0.18,1.54,0.1,0.18,0.48
id1740,0.42,0.17,0.17,0.22,0.25,0.38,0.27,0.21,0.29
id1741,0.03,0.25,0.07,0.1,0.13,0.16,0.1,0.18,0.07
id1742,0.03,0,0.03,0.08,0,0,0,0.03,0
id1743,0,0,0.04,0.02,0.02,0,0.53,0.04,0.05
id1744,0.07,0.12,0.04,0.07,0.09,0.08,0.04,0.12,0
id1745,0,0,0,0,0,0,0,0.03,0.15
id1746,0.02,0,0.02,0.11,0.04,0.02,0.02,0.04,0
id1747,0.15,0.15,0.17,0.4,0.31,0.3,0.19,0.3,0.22
id1748,0.12,0.09,0,0.4,0.28,0.37,0.65,0.17,0.1
id1749,18.57,18.06,18.67,5.75,4.99,5.84,4.94,3.86,4.11
id1750,1.49,1.16,1.23,1.35,1.47,1.11,1.41,1.23,1.15
id1751,0.28,0.63,0.06,0.07,0.15,0.18,0.45,0.47,0.03
id1752,0,0.07,0,0,0,0,0,0.21,0
id1753,0.24,0.54,0.57,0.07,0.13,0.06,0.25,0.09,0.43
id1754,0,0,0,0.08,0,0,0.03,0,0.04
id1755,0,0.06,0,0,0,0,0.06,0.06,0
id1756,0,0.05,0,0,0,0,0.1,0,0.05
id1757,0.59,0.41,0.87,0.13,0.61,0.17,0.26,0.48,0.36
id1758,10.52,10.49,9.3,3.04,2.57,2.33,3.02,2.68,2.83
id1759,3.77,2.12,2.85,0.24,0.72,0.8,0.85,1.05,1.15
id1760,4.07,2.8,3.33,1.12,1.56,1.31,1.62,1.41,1.41
id1761,0.62,0.29,0.48,0.09,0.24,0.23,0.3,0.61,0.13
id1762,0.07,0,0,0,0,0,0,0.02,0.03
id1763,12.05,15.42,17.04,17.19,13.04,15.8,21.96,18.68,15.56
id1764,0.19,0.12,0.16,0,0.06,0.24,0.16,0.11,0.33
id1765,9.44,18.1,12.05,60.48,39.86,45.16,31.89,30.07,27.37
id1766,0.05,0,0.06,0.54,0.85,0.88,0.34,0.47,0.63
id1767,0.05,0,0,0,0,0,0,0,0
id1768,0,0,0,0.33,0.04,0.04,0.81,0.79,0.59
id1769,0,0,0,0,0,0,0,0,0.12
id1770,0,0.07,0,0.89,0.43,0.63,6.14,2.17,5.73
id1771,0,0,0,0,0,0,0,0.09,0
id1772,0,0,0.08,0,0.03,0,0,0.07,0.03
id1773,0,0.11,0,0,0,0.06,0.29,0,0.06
id1774,0.08,0.09,0.05,0,0,0.19,0,0,0
id1775,0,0,0,0,0,0.04,0,0,0
id1776,0.36,0.35,0.18,0.11,0.42,0.41,0.41,0.47,0.54
id1777,103.31,117.94,111.93,32.41,33.93,32.94,32.51,30.68,29.97
id1778,0.22,0,0,0,0,0,0,0.08,0
id1779,0,0,0,0.03,0.07,0,0,0.13,0.07
id1780,1.95,0.93,0.84,0.24,0.17,0.31,1.93,1.71,1.77
id1781,13.97,8,7.58,2.44,3.2,1.66,5.35,8.78,15.37
id1782,0.24,0.45,0.36,6.41,0.61,0.6,0.3,0.41,0.26
id1783,0.13,0.02,0.02,0.03,0.06,0.05,0.05,0.04,0.07
id1784,1.31,0.84,3.01,0.47,0.18,0.11,0.57,0.73,1.07
id1785,0,0,0,0,0,0,0.04,0.03,0
id1786,109.5,117.48,111.06,156.42,158.88,153.82,205.05,197.45,178.38
id1787,1.24,1.15,1.27,0.19,0.07,0.17,0.15,0.32,0
id1788,34.2,23.42,27.5,10.24,9.36,10.83,15.27,22.24,26.95
id1789,9.8,7.4,11.39,0.88,0.63,0.83,2.18,1.82,2.17
id1790,0.2,0.04,0,0.09,0,0,0.04,0.07,0.08
id1791,20.6,17.39,22.17,12.19,10.32,12.32,15.07,12.78,21.27
id1792,17.23,17.22,21.87,4.28,4.27,3.88,6.2,4.42,3.88
id1793,11.01,11.34,10.24,4.64,8.14,8.67,9.66,8.46,6.51
id1794,0,0.03,0.05,0.05,0.05,0.09,0.02,0.11,0
id1795,10.21,11.59,11.97,22.72,19.74,23.43,16.76,17.64,15.01
id1796,4.34,4.8,5.52,2.66,3.15,2.47,3.04,3.2,2.38
id1797,20.57,21.31,22.69,3.64,4.45,6.33,9.24,8.33,9.24
id1798,0,0,0,0.03,0.04,0,0.07,0,0
id1799,0,0.13,0,0.14,0.51,0.36,0.18,0.04,0.19
id1800,0,0,0,0.76,0.2,0.49,0.1,0,0
id1801,4.49,4.35,6.65,1.46,1.31,1.3,4.34,3.27,2.59
id1802,27.17,28.33,28.89,24.71,20.74,23.44,25.95,23.55,22.1
id1803,4.86,4.48,6.09,1.44,1.08,1.97,2.25,1.37,1.6
id1804,0,0.06,0.06,0.32,0.16,0.4,0.66,1.14,0.53
id1805,0.26,0.14,0,0.17,0,0,0.07,0.07,0.16
id1806,0.68,0.68,0.58,2.06,1.85,1.93,4.64,5.23,4.17
id1807,0,0.03,0,0,0,0,0,0.03,0.06
id1808,0.57,0.25,0.26,0.41,0,0,0,0.12,0.14
id1809,7.31,9.61,10.25,0.86,0.3,0.59,0.6,1.03,0.64
id1810,0,0.05,0,0,0.57,0.33,0.06,0.47,0.24
id1811,8.21,8.46,7.38,0.64,0.48,1.05,0.99,0.95,1.31
id1812,5.09,4.83,5.55,5.41,6.56,7.68,5.88,7.41,5.56
id1813,1.28,1.17,1.58,0.4,0.7,1.03,0.35,0.49,0.46
id1814,24.53,23.03,23.56,13.73,15.98,15.12,13.14,12.05,15.9
id1815,1.95,0.78,1.94,1.87,0.89,1.03,1.6,2.1,2.9
id1816,0,0.03,0,0,0.03,0,0.05,0,0
id1817,6.31,2.68,6.01,10.58,9.84,8.19,11.7,12.76,12.89
id1818,0.56,1.57,1.77,3.52,4.05,4.28,6.03,4.72,4.07
id1819,10.37,11.79,9.78,1.89,2,1.05,3.28,1.57,1.06
id1820,6.78,4.66,8.95,3.6,2.99,2.55,2.98,2.56,5.06
id1821,21.3,19.38,18.96,13.61,15.19,13.02,14.3,12.26,16.18
id1822,81.5,73.4,85.55,26.57,40.17,34.22,36.88,39.58,32.24
id1823,25.77,26.52,27.46,21.28,21.66,20.75,27.19,25.84,22.79
id1824,4.84,4.22,4.65,8.95,8.55,11.39,10.64,9.59,7.99
id1825,0.92,2.27,0.12,0.09,0.12,0.81,0.24,1.32,0.75
id1826,24.01,21.71,22.4,13.72,10.68,13.06,21.36,18.49,17.92
id1827,3.33,3.48,3.7,5.85,5.2,4.48,5.29,6.13,5.14
id1828,1.87,1.58,1.75,1.16,0.87,0.92,2.16,1.15,1.03
id1829,2.06,2.39,2.79,0.22,0.29,1.03,0.67,0.8,0.71
id1830,0,0,0.22,0,0,0,0.04,0,0.05
id1831,0.4,0.12,0,0.03,0.17,0.04,0.21,0.08,0.32
id1832,0,0,0.04,0,0,0,0,0,0
id1833,0,0,0.05,0,0.05,0,0,0,0
id1834,8.53,8.19,8.41,2.66,3.56,2.89,3.63,3.25,4.7
id1835,4.47,5.52,4.1,4.8,8.3,5.63,4.64,5.72,4.67
id1836,0.42,0.05,0.19,0.34,0.05,0,0.14,0.22,1.08
id1837,57.67,66.03,58.68,88.19,91.07,84.96,105.74,107.68,113.26
id1838,30.7,27.86,30.63,9.79,9.5,10.21,19.58,13.89,14.84
id1839,0.07,0,0,0.24,0.03,0,0.03,0.03,0.18
id1840,0.57,0.16,0.14,0.15,0.11,0.24,0.24,0.28,0.61
id1841,3.05,3.14,2.86,0.21,0.35,0.29,0.33,0.35,0.75
id1842,0,0,0,0.37,0.35,0.25,0.47,0.16,0.46
id1843,0,0,0,0,0,0,0,0,0.05
id1844,4.43,5.29,6.24,0.95,0.99,2.33,1.85,0.88,1.55
id1845,0,0,0,0,0,0.07,0,0,0
id1846,174.46,185.43,174.08,168.85,154.08,170.95,91.78,79.84,73.54
id1847,12.75,9.71,14.41,16.79,16.15,15.38,13.9,22.73,16.26
id1848,0.42,0.34,0.56,0.07,0.03,0.12,0.19,0.23,0.19
id1849,0.33,0.42,0.29,0.04,0.05,0.14,0.05,0,0
id1850,0,0,0,0.37,1.24,0.23,0.52,2.16,1.65
id1851,0,0,0,1.28,1.5,0.81,1.1,3.55,3.57
id1852,0,0,0,2.29,2.88,1.12,2.44,5.62,4.91
id1853,0,0,0,0.04,0.1,0,0,0.14,0.11
id1854,29.44,18.47,21.69,0.32,0.53,0.04,0.19,0.07,0.28
id1855,14.28,16.3,13.85,22.67,19.48,18.86,22.83,27.42,27.36
id1856,0.15,0,0.03,0,0,0.03,0.03,0.08,0
id1857,7.17,5.29,5.82,2.92,4.09,3.54,4.22,4.3,3.87
id1858,16.68,18.37,19.43,21.83,24.65,27.64,22.68,26.36,26.93
id1859,33.49,34.66,36.49,5.73,6.64,5.81,6.17,5.39,6.06
id1860,0,0,0,0,0,0,0.11,0,0
id1861,2.88,4.37,3.96,22.84,24.43,18.68,25.11,23.02,27.5
id1862,0.15,0,0.21,0,0,0,0,0.03,0
id1863,33,34.84,44.53,27.11,27.22,26.37,41.61,39,40.17
id1864,0,0.04,0,0,0.02,0.06,0.14,0.07,0.15
id1865,2.11,2.17,2.33,1.32,1.29,1.38,1.64,1.08,1.75
id1866,0.47,0.31,0.36,0.55,0.42,0.57,0.61,0.66,0.41
id1867,0.22,0.41,0.17,0.13,0.08,0,0.76,0.63,0.27
id1868,2.25,2.23,2.67,0.04,0.1,0.05,0.15,0.05,0.1
id1869,26.53,33.95,27.54,16.02,16.24,12.67,12.36,8.95,9.54
id1870,56.81,66.47,63.86,62.29,61.52,58.7,52.18,44.97,48.26
id1871,55.03,50.9,53.75,39.19,45.47,38.44,59.62,47.51,53.97
id1872,0.5,0.6,0.55,0.5,0.49,0.42,0.95,0.9,0.72
id1873,2.29,2.55,2.47,4.68,4.43,5.01,5.43,3.78,3.87
id1874,30.58,30.55,30.46,10.1,10.7,10.53,15.83,14.5,13.08
id1875,2.34,1.09,1.88,0.47,0.41,0.24,0.4,0.26,0.56
id1876,1.47,1.19,1.52,1.18,1.36,0.97,1.7,1.66,1.5
id1877,0.08,0.13,0.19,0,0,0.05,0,0,0
id1878,0.21,0.19,0.16,0.12,0.24,0.16,0.2,0.15,0.13
id1879,21.22,19.7,21.82,0.34,1.68,0.44,0.22,0.83,0.71
id1880,28.43,23.43,25.7,1.11,0.97,1.37,1.38,1.11,1.28
id1881,0.11,0,0.17,0.15,0.07,0.05,0.17,0.16,0.58
id1882,0.04,0.1,0,0.48,0.05,0.05,0.36,0.67,0.38
id1883,1.37,0.91,1.24,0.11,0.65,0.29,0.84,0.55,0.21
id1884,3.5,3.46,3.72,1.15,0.98,1.14,1.69,1.58,1.63
id1885,0,0,0.02,0,0,0,0.04,0.08,0.02
id1886,0.19,0.12,0.13,0.02,0.03,0,0,0.03,0
id1887,0.17,0.35,0.28,0.08,0.07,0.15,0.19,0.24,0.18
id1888,0.25,0.41,0.29,0,0.14,0,0,0,0.3
id1889,0.07,0,0,0,0.04,0.16,0.08,0.04,0.22
id1890,0.56,1.11,0.83,0.17,0.29,0.25,0.36,0.27,0.84
id1891,0,0,0,0.02,0,0,0,0.03,0
id1892,11.87,12.72,13.69,3.85,3.2,4.49,12.78,9.75,10.13
id1893,0,0,0,0.03,0.04,0.18,0.55,1.57,0.78
id1894,0,0,0.02,0.05,0.04,0.1,0.05,0.12,0.13
id1895,0,0,0,0,0,0,0,0,0.12
id1896,0,0,0,0.21,0,0.04,0.15,0.18,0.29
id1897,76.08,82.1,68.3,40.04,39.19,35.31,37.14,27.34,30.29
id1898,7.13,4.93,7.07,7.8,9.12,6.7,8.16,6.35,6.37
id1899,3.06,2.57,3.14,2.53,2.7,2.97,3.26,3.34,3.39
id1900,0.21,0.14,0.15,0.11,0.15,0.28,0.1,0.27,0.1
id1901,0.58,0.57,0.67,1.57,1.49,1.43,18.21,1.22,1.09
id1902,29.34,36.2,32.89,77.78,74.15,72.69,70.09,67.82,54.91
id1903,0.01,0.05,0.06,0,0.01,0.01,0.03,0,0.01
id1904,0.03,0.06,0,0.28,0.1,0,0.1,0.15,0.32
id1905,4.75,5.92,5.79,2.8,2.64,2.8,4.03,3.71,3.17
id1906,55.02,61.74,51.29,21.72,19.72,17.87,25.09,15.72,19.23
id1907,0.54,0.45,1.12,0.8,1.65,2.11,2.72,3.21,4.37
id1908,0.25,0.94,0.06,0.67,0.41,0.34,2.93,1.4,1.83
id1909,0,0.08,0,0.27,0.53,0.34,1.4,0.33,0.84
id1910,9.69,9.36,9.22,6.3,4.26,6.75,10.92,11.38,10.59
id1911,43.12,45.48,41.2,55.72,57.66,59.01,56.48,52.8,52.61
id1912,0.86,0.96,1.33,0.88,1.46,1.12,0.63,0.89,0.82
id1913,5.67,5.04,6.33,1.55,0.84,0.77,1.22,2.28,2.48
id1914,0.75,0.36,0.19,0.29,0.31,0,0.06,0.4,0.98
id1915,0.11,0.24,0.13,0,0.21,0.17,0.17,0.08,0.58
id1916,19.76,21.58,24.35,8.01,10.61,8.23,16.61,12.72,12.89
id1917,0,0.63,0,0,0.1,0.13,0,0.03,0
id1918,0.28,0.16,0.3,0.08,0.07,0.29,0.26,0.21,0.14
id1919,1.51,1.39,1.31,0.59,0.59,1.1,1.27,0.5,0.6
id1920,0,0,0,0.03,0.12,0.11,0.42,0.29,0.37
id1921,0,0,0,0.05,0.15,0.03,0,0,0.06
id1922,0,0,0,0.17,0.22,0.04,0.58,0.34,0.92
id1923,11.26,9.27,13.43,0.84,1.89,0.83,2.59,1.92,5.11
id1924,0.03,0,0.09,0,0.06,0.03,0.06,0.11,0.1
id1925,0.66,0.33,0.09,0,0.26,0,0.34,0,0.27
id1926,0,0.03,0,0,0,0,0,0.03,0
id1927,13.02,14.64,13.47,15.66,8.86,12.44,21.28,20.34,22.4
id1928,0.04,0.02,0,0,0,0,0,0,0
id1929,0.02,0,0,0.02,0.02,0,0,0,0.02
id1930,19.02,19.02,21.18,12.4,12.31,11.4,10.38,8.22,9.48
id1931,0.55,1,0.73,0.39,0.32,0.58,0.59,0.68,0.48
id1932,1.16,1.3,0.89,1.61,1.7,1.9,2.73,3.26,2.65
id1933,1.91,2.04,1.74,0.97,0.73,0.47,1.2,0.94,1.78
id1934,0.21,0.09,0.15,0.19,0.15,0.14,0.44,0.32,1.25
id1935,0.03,0,0,0,0,0.04,0.04,0,0
id1936,0.19,0.36,0.26,0.03,0,0.04,0.19,0.03,0
id1937,0.02,0,0.06,0,0,0,0,0,0
id1938,0,0,0,0,0,0,0,0.03,0
id1939,3.43,3.56,2.65,1.96,1.26,1.91,3.55,4.09,3.19
id1940,0,0,0,0.09,0,0,0,0,0
id1941,0,0,0,0.05,0,0,0.02,0,0
id1942,0.53,1.53,49.93,1.03,0.62,0.78,0.88,0.58,1.6
id1943,0.03,0,0,0,0.07,0.18,0,0,0.28
id1944,0,0,0,0.02,0.03,0,0.1,0.15,0.1
id1945,21.97,25.45,20.84,12.76,12.15,11,12.18,9.34,10.52
id1946,1.32,3.34,1.5,0.75,0.26,0.86,0.97,0.72,1.03
id1947,0.17,0.11,0.04,0.27,0.23,0,0.12,0.11,0
id1948,0.13,11.2,10.15,4.44,0.22,4.48,2.27,3.91,0.08
id1949,1.61,1.33,1.78,1.07,1.34,1.31,3.33,3.24,3.24
id1950,0.09,0.05,0.59,0.82,1.01,0.1,1.21,0.89,2.36
id1951,0.12,0.18,0.03,0,0.03,0.05,0.08,0.2,0.12
id1952,1.39,1.34,1.62,2.49,1.92,2.14,3.38,3.02,2.87
id1953,47.22,44.32,50.13,19.62,18.86,19.74,29.09,28.65,24.64
id1954,0.15,0.19,0.16,0.29,0.36,0.27,0.42,0.65,0.32
id1955,0.99,0.76,1.09,1.62,1.11,1.42,4.17,4.76,4.37
id1956,12.51,11.43,13.29,9.17,10.08,12.66,15.01,17.06,19.29
id1957,0.8,0.84,0.76,0.04,1,0.34,0.75,0.54,0.74
id1958,0.86,0,0.6,0.26,0.6,0.2,1.53,1.43,3.25
id1959,0.06,0,0.13,0.15,0,0.13,0,0.18,0.61
id1960,0,0,0.21,0.11,0,0.07,0.63,0.65,2.45
id1961,3.7,4.35,4.05,2.01,2.08,2.38,5.35,5.19,6.06
id1962,0.16,0.06,0.15,0.11,0.03,0.04,0.03,0.14,0.05
id1963,8.83,9.56,10.4,3.33,3.42,3.91,5.93,4.69,4.91
id1964,1.28,1.16,1.86,3.86,4.37,4.08,5.34,6.02,5.68
id1965,0.03,0.39,0.04,0,0,0,0.04,0.04,0.09
id1966,0,0,0,0,0,0,0,0,0.15
id1967,22.89,20.65,20.69,11.15,11.98,9.56,15.45,16.82,18.65
id1968,0.78,0.22,0.23,0.12,0.08,0.3,0,0,0.08
id1969,0,0,0.03,0,0,0.11,0,0,0
id1970,0.29,0.95,0.93,0.41,0.31,0.39,0.43,0.29,0.23
id1971,0,0.04,0.05,0.14,0.18,0.18,0.18,0.04,0.14
id1972,6.83,6.52,7.9,2.53,1.56,3.04,3.37,3.26,3.04
id1973,0.08,0.02,0.05,0.18,0.05,0,0.02,0.06,0.02
id1974,1.69,2.62,2.93,0.48,1.15,0.66,1.28,0.84,0.91
id1975,0.86,1.16,1.45,1.28,1.11,1.52,2.26,2.08,1.46
id1976,0.76,0.59,0.44,0.51,1.42,0.9,0.88,1.83,1.67
id1977,87.44,83.99,93.32,94.07,93.5,82.47,99.99,85.55,89.38
id1978,0.64,0.29,0.22,6.71,9.03,6.63,31.64,45.54,55.17
id1979,0,0.14,0,1.41,0.81,0.36,0.44,0.55,0.7
id1980,0.05,0.02,0,0.03,0.12,0.04,0.14,0.02,0.13
id1981,0.03,0.11,0.09,0.11,0.12,0.11,0.09,0.14,0.09
id1982,1,0.79,1.44,0.21,0,0.07,0.47,0.7,0.79
id1983,0.12,0.16,0.25,0.15,0.08,0.27,0.25,0.13,0.18
id1984,2.8,3.31,4.83,2.1,1.66,1.81,5.02,3.7,4.01
id1985,0,0,0.03,0,0,0,0,0,0
id1986,12.1,1.57,1.22,47.81,102.67,44.14,97.03,186.39,303.72
id1987,0,0,0.02,0,0,0,0,0,0
id1988,0.04,0,0,0.04,0,0.03,0,0,0.11
id1989,0.31,0.26,0.22,0.17,0.13,0.3,0.27,0.29,0.14
id1990,0,0,0,0,0.02,0,0,0,0
id1991,0.37,0.33,0.34,0,0.26,0.08,0.25,0.71,0.09
id1992,0.06,0,0.08,0,0,0.29,0,0.14,0
id1993,0.07,0.92,0.47,0.32,0.57,0.05,0.41,4.49,0.49
id1994,2.53,2.59,3.63,0.17,0.28,0.21,0.43,0.26,0.36
id1995,0.54,0.57,0.68,0.52,0.46,0.87,1.76,1.92,1.52
id1996,1.79,0.91,1.68,1.6,1.36,1.06,0.85,0.59,0.67
id1997,2.26,2.21,1.93,0.48,0.3,0.48,1.34,1.62,2.11
id1998,11.82,16.06,11.15,5.68,7.26,4.77,5.95,3.48,3.96
id1999,7.23,6.43,6.72,3.93,4.41,5.43,7.5,7.7,7.4
id2000,2.66,1.98,3.42,0.61,1.59,1.09,2.13,2.13,1.17
id2001,26.27,22.69,24.2,40.2,38.12,41.42,45.03,41.55,34.05
id2002,0,0,0,0,0,0,0.06,0.06,0
id2003,0,0,0,0,0,0,0.07,0,0.37
id2004,2.06,1.55,2.12,2.36,2.4,2.44,3.25,3.72,4.35
id2005,0,0,0,0,0,0.02,0.07,0,0
id2006,198.91,64.7,96.09,13.51,17.23,21.58,75.54,94.05,120.83
id2007,8.08,6.17,6,7.66,5.76,10.54,6.22,6.1,5.96
id2008,1.42,1.71,1.6,1.44,1.29,2.09,1.28,2.23,1.5
id2009,0.64,0.66,0.96,0.12,0.27,0.41,0.27,0.31,0.25
id2010,1.29,1.16,0.96,1.58,1.56,2.26,2.89,2.7,3.29
id2011,0,0.1,0.03,0.04,0.03,0.03,0.26,0.32,0
id2012,0.58,1,1.41,0.56,1.15,0.76,1.24,1.11,1.04
id2013,0.08,1.6,0.78,1.81,0.39,1.05,0.58,1,2.48
id2014,557.53,146.92,226.3,22.98,23.39,38.96,127.58,152.68,202.85
